objectid,parentid,title,creator,date,object type,description,subject,current location,former location,format,display_template,object_location,image_small,image_thumb,object_transcript,notes,@
id_8374,,Mark Boucher,,2011-2022,image,Portrait of Mark Boucher,Portrait; Leadership,,Unsorted,image/jpg,image,/objects/objects2/id_8374.jpg,/objects/small/id_8374.jpg,/objects/thumbs/id_8374.jpg,,,
id_8375,,Otto Wegner,,1999-2010,image,Portrait of Otto Wegner,Portrait; Leadership,,Unsorted,image/jpg,image,/objects/objects2/id_8375.jpg,/objects/small/id_8375.jpg,/objects/thumbs/id_8375.jpg,,,
id_8376,,"Roberson, W. Howard",,1955-1975,image,Portrait of W. Howard Roberson,Portrait; Leadership,,Unsorted,image/jpg,image,/objects/objects2/id_8376.jpg,/objects/small/id_8376.jpg,/objects/thumbs/id_8376.jpg,,,
id_8377,,Wesley R. Steelberg,,1936-1949,image,Portrait of Wesley Steelberg,Portrait; Leadership,,Unsorted,image/jpg,image,/objects/objects2/id_8377.jpg,/objects/small/id_8377.jpg,/objects/thumbs/id_8377.jpg,,Photograph is blurry- retake,
id_8378,pid_0259,Highway Mission Tabernacle Manual,,1899-11-01,manual,"Cover Page: Highway Mission Tabernacle, Oxford Street above Ridge Avenue, Philadelphia",Manual,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8378.pdf,,,,,
id_8379,pid_0259,Highway Mission Tabernacle Manual,,1899-11-01,manual,"""Established November, 1894. Organized May, 1897. Chartered July, 1899. Brethren, pray for us. - 1 Thess. 5: 25; Acts 5: 38, 39.""",Manual; History; Charter; Scripture; Prayer,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8379.pdf,,,,,
id_8380,pid_0259,Highway Mission Tabernacle Manual,,1899-11-01,manual,"""Manual of the Highway Mission Tabernacle, Oxford Street above Ridge Avenue, Philadelphia. Historical Sketch, Departments of Work, Directory, November 1, 1899.""",Manual; Building; History; Departments; Directory,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8380.pdf,,,,,
id_8381,pid_0259,Highway Mission Tabernacle Manual,,1899-11-01,manual,Historical Sketch,Manual; History; Thanksgiving; Establishment; Gospel Wagon; Scripture; Building,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8381.pdf,,,,,
id_8382,pid_0259,Highway Mission Tabernacle Manual,,1899-11-01,manual,"Historical Sketch continued, Departments of Work: Tabernacle Services",Manual; History; Union; Gospel Wagon; Building; Prayer; Conversion; Scripture; Denomination; Service,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8382.pdf,,,,,
id_8383,pid_0259,Highway Mission Tabernacle Manual,,1899-11-01,manual,"Photograph of the main audience room, services of the Sabbath and for weeknights",Manual; Building; Holy Spirit; Sabbath; Service; Prayer; Testimony; Preaching; Bible School; Open-Air Meetings; Lord's Supper; Missions; Youth; Gospel Wagon; Business Meeting,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8383.pdf,,,,,
id_8384,pid_0259,Highway Mission Tabernacle Manual,,1899-11-01,manual,"Financial Support, Relation to the Denominational Churches, The Bible School",Manual; Finances; Offering; Tithes; Scripture; Prayer; Denomination; Bible School,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8384.pdf,,,,,
id_8385,pid_0259,Highway Mission Tabernacle Manual,,1899-11-01,manual,"Photograph of the Gospel Wagon, The Bible School continued, the Gospel Wagon",Manual; Gospel Wagon; Bible School; Prayer; Scripture; Evangelism,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8385.pdf,,,,,
id_8386,pid_0259,Highway Mission Tabernacle Manual,,1899-11-01,manual,Foreign Missionary Work; The Young People; Other Doors of Service,Manual; Missions; Scripture; Youth; WIlling Workers; Service; Easern Penetentiary; Police; Ill; Literature,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8386.pdf,,,,,
id_8387,pid_0259,Highway Mission Tabernacle Manual,,1899-11-01,manual,"Manual- Article I: Name, Article II: Object, Article III: Outlines of Belief- The Trinity, Inspiration of the Word, The Atornenment of Jesus Christ, The Holy Spirit",Manual; Name; Object; Scripture; Prayer; Beliefs; Trinity; Inspiration; Bible; Atonenement; Holy Spirit,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8387.pdf,,,,,
id_8388,pid_0259,Highway Mission Tabernacle Manual,,1899-11-01,manual,"Article III: Outline of Beliefs continued- The Church, Ordinances, Christian Fellowship, Article IV: Members- Condition, Receptions, Duties and Privileges, Dismission",Manual; Scripture; Prayer; Beliefs; Church; Ordinances; Fellowship; Members,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8388.pdf,,,,,
id_8389,pid_0259,Highway Mission Tabernacle Manual,,1899-11-01,manual,"Article IV: Members continued- Roll Call, Ministers, Article V: Meetings, Article VI: Officers",Manual; Scripture; Prayer; Members; Ministers; Meetings; Worship; Public Worship; Business Meetings; Officers; Pastors,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8389.pdf,,,,,
id_8390,pid_0259,Highway Mission Tabernacle Manual,,1899-11-01,manual,Article VI: Officers continued,Manual; Scripture; Prayer; Officers; Pastor; Elders; Deacons; Deaconesses; Trustees; Clerk; Treasurer; Bible School; Superintendent; Chorister,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8390.pdf,,,,,
id_8391,pid_0259,Highway Mission Tabernacle Manual,,1899-11-01,manual,"Article VI: Officers continued, Article VII: Elections, Article VIII: The Bible School, Article IX: Missionary Work, Article X: Committees and Working Organizations",Manual; Scripture; Prayer; Elections; Bible School; Missions; Committees,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8391.pdf,,,,,
id_8392,pid_0259,Highway Mission Tabernacle Manual,,1899-11-01,manual,"Article X: Committees and Working Organizations continued, Article XI: Church Revenue, Article XII: Discipline, Article XIII: Amendments- No. 1 Standing Resolutions",Manual; Scripture; Prayer; Revenue; Discipline; Amendments; Resolutions,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8392.pdf,,,,,
id_8393,pid_0259,Highway Mission Tabernacle Manual,,1899-11-01,manual,"Article XIII: Amendments continued- No. 1 Standing Resolutions continued, No. 2 Business Meetings, No. 3 Order of Business, No. 4 Music Committee, No. 5 Orders, No. 6 Right Hand of Fellowship, No. 7 Wagon Committee",Manual; Scripture; Prayer; Amendments; Business Meetings; Order of Business; Music; Music Committee; Orders; Right Hand of Fellowship; Wagon; Wagon Committee,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8393.pdf,,,,,
id_8394,pid_0259,Highway Mission Tabernacle Manual,,1899-11-01,manual,"Tabernacle Directory for 1899. Pastor: Rev. Frederick Reel, Elders: Warren P. Fairbanks, John B. Kilburn, James T. Davis, Thomas J. Wattson, Deacons and Deaconesses: Thomas Shronk, Charles Reinhardt, Miss Susie Borden, John A . Potts, J. Oliver Lee, Mrs. A. M. Kilburn, Mrs. Emma P. Hinkel, Trustees: Rev. Frederick Reel, Daniel Shronk, Joseph Danfield, John B. Kilburn, John A. Potts, C. Arthur Speakman, William L. Lee, Clerk: W. Park Fairbanks, Jr., Treasurer: Rev. Frederick Reel, Chorister: Daniel Shronk, Assistant Chorister: J. Oliver Lee, Bible School: Thomas Shronk (Superintendent), B. Frank Scott (Secretary), J. Oliver Lee (Assistant Superintendent), Mrs. Effie Lee (Treasurer), Mr. and Mrs. George Horning (Superintendents of the Primary Department)",Manual; Scripture; Leadership; Pastor; Elders; Deacons; Deaconesses; Trustees; Clerk; Treasurer; Chorister; Bible School,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8394.pdf,,,,,
id_8395,pid_0259,Highway Mission Tabernacle Manual,,1899-11-01,manual,Photograph of church exterior,Manual; Building,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8395.pdf,,,,,
id_8396,pid_0260,Manual of Highway Mission Tabernacle,,1949,manual,"Cover Page: Manual of the Highway Mission Tabernacle, Nineteenth and Green Streets, Philadelphia 30, Penna.",Manual; Building,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8396.pdf,,,,,
id_8397,pid_0260,Manual of Highway Mission Tabernacle,,1949,manual,"Manual presentation page. Scanned copy is given to Charles G. Spain by Rev. Wallace Bragg September 26, 1949",Manual,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8397.pdf,,,,,
id_8398,pid_0260,Manual of Highway Mission Tabernacle,,1949,manual,1925 Picture of the building at Nineteenth and Green Streets; Manual of the Highway Mission Tabernacle,Manual; Building; Scripture,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8398.pdf,,,,,
id_8399,pid_0260,Manual of Highway Mission Tabernacle,,1949,manual,"Article I: Name and Affiliation, Article II: Object, Article III: Outlines of Belief- The Trinity",Manual; Assemblies of God; Beliefs,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8399.pdf,,,,,
id_8400,pid_0260,Manual of Highway Mission Tabernacle,,1949,manual,"Article III: Outline of Belief continued- The Trinity continued, Inspiration of the Word, The Atonement of Jesus Christ, Man, His Fall and Redemption, The Salvation of Man, The Holy Spirit,",Manual; Beliefs,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8400.pdf,,,,,
id_8401,pid_0260,Manual of Highway Mission Tabernacle,,1949,manual,"Article III: Outline of Belief continued- The Holy Spirit continued, Entire Sanctification, The Church, The Ministry of Evangelism, Divine Healing, The Blessed Hope, The Millenial Reign of Jesus, The Lake of Fire, The New Heavens and New Earth, Ordinances of Baptism",Manual; Beliefs,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8401.pdf,,,,,
id_8402,pid_0260,Manual of Highway Mission Tabernacle,,1949,manual,"Article III: Outline of Belief continued- Ordinance of Communion, Dedication of Children, Christian Fellowship, Article IV: Members- Standard of Membership, Application for Membership, Reception, Active",Manual; Beliefs; Membership; Members,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8402.pdf,,,,,
id_8403,pid_0260,Manual of Highway Mission Tabernacle,,1949,manual,"Article IV: Members continued- Inactive, Associate, Duties and Privileges, Letters of Transfer",Manual; Members; Membership,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8403.pdf,,,,,
id_8404,pid_0260,Manual of Highway Mission Tabernacle,,1949,manual,"Article V: Meetings- Meetings for Public Worship, Annual Business Meeting, Regular Business Meeting, Special Business Meetings, Quorum, Article VI: Fiscal Year, Article VII: Officers- Elected: Pastor, Associate Pastor(s), Board of Elders",Manual; Meetings; Fiscal Year; Officers; Leadership; Pastor; Elders,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8404.pdf,,,,,
id_8405,pid_0260,Manual of Highway Mission Tabernacle,,1949,manual,"Article VII: Officers continued- Elected: Board of Deacons and Deaconesses, Board of Trustees, Clerk, Treasurer, Sunday School Superintendent, Official Board, Vacancies",Manual; Officers; Leadership; Board; Deacons; Deaconesses; Trustees; Clerk; Treasurer; Sunday School,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8405.pdf,,,,,
id_8406,pid_0260,Manual of Highway Mission Tabernacle,,1949,manual,"Article VII: Officers continued- Appointive: Chorister and Assistant Chorister, Choir and Orchestra Director, Pianist and Assistant Pianist, City Missionary, Article VIII: Elections, Article IX: The Sunday School",Manual; Officers; Leadership; Chorister; Choir; Orchestra; Pianist; City Missionary; Elections; Sunday School,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8406.pdf,,,,,
id_8407,pid_0260,Manual of Highway Mission Tabernacle,,1949,manual,"Article X: Missionary Work, Article XI: Committees: Music Committee, Open Air and Out-Station Committee, Nominating Committee",Manual; Missions; Committees,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8407.pdf,,,,,
id_8408,pid_0260,Manual of Highway Mission Tabernacle,,1949,manual,"Article XI: Committees continued- Auditing Committee, Special Committees, Article XII: Organizations, Article XIII: Property Rights, Article XIV: Church Revenue, Article XV: Discipline",Manual; Committees; Organizations; Property; Revenue; Discipline,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8408.pdf,,,,,
id_8409,pid_0260,Manual of Highway Mission Tabernacle,,1949,manual,"Article XV: Discipline continued, Article XVI: Amendments: Standing Resolutions",Manual; Discipline; Amendments; Resolutions,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8409.pdf,,,,,
id_8410,pid_0260,Manual of Highway Mission Tabernacle,,1949,manual,"Order of Business, Military Service",Manual; Business; Military; Patriotism,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8410.pdf,,,,,
id_8411,pid_0261,Corrected Manual of the Highway Mission Tabernacle,,1976-11,manual,"Cover Page: Corrected Manual of the Highway Mission Tabernacle, Nineteenth and Green Streets, Philadelphia 30, Penna.",Manual; Building,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8411.pdf,,,,,
id_8412,pid_0261,Corrected Manual of the Highway Mission Tabernacle,,1976-11,manual,Manual presentation page,Manual,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8412.pdf,,,,,
id_8413,pid_0261,Corrected Manual of the Highway Mission Tabernacle,,1976-11,manual,1925 Picture of the building at Nineteenth and Green Streets; Manual of the Highway Mission Tabernacle,Manual; Building; Scripture,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8413.pdf,,,,,
id_8414,pid_0261,Corrected Manual of the Highway Mission Tabernacle,,1976-11,manual,"Article I: Name and Affiliation, Article II: Object, Article III: Outlines of Belief- The Trinity",Manual; Assemblies of God; Beliefs,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8414.pdf,,,,,
id_8415,pid_0261,Corrected Manual of the Highway Mission Tabernacle,,1976-11,manual,"Article III: Outline of Belief continued- The Trinity continued, Inspiration of the Word, The Atonement of Jesus Christ, Man, His Fall and Redemption, The Salvation of Man, The Holy Spirit,",Manual; Beliefs,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8415.pdf,,,,,
id_8416,pid_0261,Corrected Manual of the Highway Mission Tabernacle,,1976-11,manual,"Article III: Outline of Belief continued- The Holy Spirit continued, Entire Sanctification, The Church, The Ministry of Evangelism, Divine Healing, The Blessed Hope, The Millenial Reign of Jesus, The Lake of Fire, The New Heavens and New Earth, Ordinances of Baptism",Manual; Beliefs,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8416.pdf,,,,,
id_8417,pid_0261,Corrected Manual of the Highway Mission Tabernacle,,1976-11,manual,"Article III: Outline of Belief continued- Ordinance of Communion, Dedication of Children, Christian Fellowship, Article IV: Members- Standard of Membership, Application for Membership, Reception, Active. Amendment on reception January 1957",Manual; Beliefs; Membership; Members,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8417.pdf,,,,,
id_8418,pid_0261,Corrected Manual of the Highway Mission Tabernacle,,1976-11,manual,"Article IV: Members continued- Inactive, Associate, Duties and Privileges, Letters of Transfer. Amendment to Duties and Privileges November 1976.",Manual; Members; Membership,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8418.pdf,,,,,
id_8419,pid_0261,Corrected Manual of the Highway Mission Tabernacle,,1976-11,manual,"Article V: Meetings- Meetings for Public Worship, Annual Business Meeting, Regular Business Meeting, Special Business Meetings, Quorum, Article VI: Fiscal Year, Article VII: Officers- Elected: Pastor, Associate Pastor(s), Board of Elders. Annual Business Meeting Amended January 1963. Regular Business Meeting amended January 1957.",Manual; Meetings; Fiscal Year; Officers; Leadership; Pastor; Elders,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8419.pdf,,,,,
id_8420,pid_0261,Corrected Manual of the Highway Mission Tabernacle,,1976-11,manual,"Article VII: Officers continued- Elected: Board of Deacons and Deaconesses, Board of Trustees, Clerk, Treasurer, Sunday School Superintendent, Official Board, Vacancies",Manual; Officers; Leadership; Board; Deacons; Deaconesses; Trustees; Clerk; Treasurer; Sunday School,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8420.pdf,,,,,
id_8421,pid_0261,Corrected Manual of the Highway Mission Tabernacle,,1976-11,manual,"Article VII: Officers continued- Appointive: Chorister and Assistant Chorister, Choir and Orchestra Director, Pianist and Assistant Pianist, City Missionary, Article VIII: Elections, Article IX: The Sunday School",Manual; Officers; Leadership; Chorister; Choir; Orchestra; Pianist; City Missionary; Elections; Sunday School,,Unsorted,application/pdf,compound_object,/objects/objects2/id_8421.pdf,,,,,
